start,end,file,Microcentrum rhombifolium_Greater Angle-wing,Sitta canadensis_Red-breasted Nuthatch,Regulus satrapa_Golden-crowned Kinglet,Cyanocitta cristata_Blue Jay,Aegolius acadicus_Northern Saw-whet Owl,Passerella iliaca_Fox Sparrow,Sitta carolinensis_White-breasted Nuthatch,Aechmophorus occidentalis_Western Grebe,Lithobates sylvaticus_Wood Frog,Branta bernicla_Brant
24.0,27.0,20251121_185200.WAV,,,,,,,,,,
27.0,30.0,20251121_185200.WAV,,,,,,,,,,
30.0,33.0,20251121_185200.WAV,,,,,,,,,,
33.0,36.0,20251121_185200.WAV,,,,,,,,,,
36.0,39.0,20251121_185200.WAV,,,,,,,,,,
39.0,42.0,20251121_185200.WAV,,,,,,,,,,
42.0,45.0,20251121_185200.WAV,,,,,,,,,,
45.0,48.0,20251121_185200.WAV,,,,,,,,,,
48.0,51.0,20251121_185200.WAV,,,,,,,,,,
51.0,54.0,20251121_185200.WAV,,,,,,,,,,
54.0,55.0,20251121_185200.WAV,,,,,,,,,,
0.0,3.0,20251121_185300.WAV,,,,,,,,,,
3.0,6.0,20251121_185300.WAV,,,,,,,,,,
6.0,9.0,20251121_185300.WAV,,,,,,,,,,
9.0,12.0,20251121_185300.WAV,,,,,,,,,,
12.0,15.0,20251121_185300.WAV,,,,,,,,,,
15.0,18.0,20251121_185300.WAV,,,,,,,,,,
18.0,21.0,20251121_185300.WAV,,,,,,,,,,
21.0,24.0,20251121_185300.WAV,,,,,,,,,,
24.0,27.0,20251121_185300.WAV,,,,,,,,,,
27.0,30.0,20251121_185300.WAV,,,,,,,,,,
30.0,33.0,20251121_185300.WAV,,,,,,,,,,
33.0,36.0,20251121_185300.WAV,,,,,,,,,,
36.0,39.0,20251121_185300.WAV,,,,,,,,,,
39.0,42.0,20251121_185300.WAV,,,,,,,,,,
42.0,45.0,20251121_185300.WAV,,,,,,,,,,
45.0,48.0,20251121_185300.WAV,,,,,,,,,,
48.0,51.0,20251121_185300.WAV,,,,,,,,,,
51.0,54.0,20251121_185300.WAV,,,,,,,,,,
54.0,55.0,20251121_185300.WAV,,,,,,,,,,
0.0,3.0,20251121_185400.WAV,,,,,,,,,,
3.0,6.0,20251121_185400.WAV,,,,,,,,,,
6.0,9.0,20251121_185400.WAV,,,,,,,,,,
9.0,12.0,20251121_185400.WAV,,,,,,,,,,
12.0,15.0,20251121_185400.WAV,,,,,,,,,,
15.0,18.0,20251121_185400.WAV,,,,,,,,,,
18.0,21.0,20251121_185400.WAV,,,,,,,,,,
21.0,24.0,20251121_185400.WAV,,,,,,,,,,
24.0,27.0,20251121_185400.WAV,,,,,,,,,,
27.0,30.0,20251121_185400.WAV,,,,,,,,,,
30.0,33.0,20251121_185400.WAV,,,,,,,,,,
33.0,36.0,20251121_185400.WAV,,,,,,,,,,
36.0,39.0,20251121_185400.WAV,,,,,,,,,,
39.0,42.0,20251121_185400.WAV,,,,,,,,,,
42.0,45.0,20251121_185400.WAV,,,,,,,,,,
45.0,48.0,20251121_185400.WAV,,,,,,,,,,
48.0,51.0,20251121_185400.WAV,,,,,,,,,,
51.0,54.0,20251121_185400.WAV,,,,,,,,,,
54.0,55.0,20251121_185400.WAV,,,,,,,,,,
0.0,3.0,20251121_185500.WAV,,,,,,,,,,
3.0,6.0,20251121_185500.WAV,,,,,,,,,,
6.0,9.0,20251121_185500.WAV,,,,,,,,,,
9.0,12.0,20251121_185500.WAV,,,,,,,,,,
12.0,15.0,20251121_185500.WAV,,,,,,,,,,
15.0,18.0,20251121_185500.WAV,,,,,,,,,,
18.0,21.0,20251121_185500.WAV,,,,,,,,,,
21.0,24.0,20251121_185500.WAV,,,,,,,,,,
24.0,27.0,20251121_185500.WAV,,,,,,,,,,
27.0,30.0,20251121_185500.WAV,,,,,,,,,,
30.0,33.0,20251121_185500.WAV,,,,,,,,,,
33.0,36.0,20251121_185500.WAV,,,,,,,,,,
36.0,39.0,20251121_185500.WAV,,,,,,,,,,
39.0,42.0,20251121_185500.WAV,,,,,,,,,,
42.0,45.0,20251121_185500.WAV,,,,,,,,,,
45.0,48.0,20251121_185500.WAV,,,,,,,,,,
48.0,51.0,20251121_185500.WAV,,,,,,,,,,
51.0,54.0,20251121_185500.WAV,,,,,,,,,,
54.0,55.0,20251121_185500.WAV,,,,,,,,,,
0.0,3.0,20251121_185600.WAV,,,,,,,,,,
3.0,6.0,20251121_185600.WAV,,,,,,,,,,
6.0,9.0,20251121_185600.WAV,,,,,,,,,,
9.0,12.0,20251121_185600.WAV,,,,,,,,,,
12.0,15.0,20251121_185600.WAV,,,,,,,,,,
15.0,18.0,20251121_185600.WAV,,,,,,,,,,
18.0,21.0,20251121_185600.WAV,,,,,,,,,,
21.0,24.0,20251121_185600.WAV,,,,,,,,,,
24.0,27.0,20251121_185600.WAV,,,,,,,,,,
27.0,30.0,20251121_185600.WAV,,,,,,,,,,
30.0,33.0,20251121_185600.WAV,,,,,,,,,,
33.0,36.0,20251121_185600.WAV,,,,,,,,,,
36.0,39.0,20251121_185600.WAV,,,,,,,,,,
39.0,42.0,20251121_185600.WAV,,,,,,,,,,
42.0,45.0,20251121_185600.WAV,,,,,,,,,,
45.0,48.0,20251121_185600.WAV,,,,,,,,,,
48.0,51.0,20251121_185600.WAV,,,,,,,,,,
51.0,54.0,20251121_185600.WAV,,,,,,,,,,
54.0,55.0,20251121_185600.WAV,,,,,,,,,,
0.0,3.0,20251121_185700.WAV,,,,,,,,,,
3.0,6.0,20251121_185700.WAV,,,,,,,,,,
6.0,9.0,20251121_185700.WAV,,,,,,,,,,
9.0,12.0,20251121_185700.WAV,,,,,,,,,,
12.0,15.0,20251121_185700.WAV,,,,,,,,,,
15.0,18.0,20251121_185700.WAV,,,,,,,,,,
18.0,21.0,20251121_185700.WAV,,,,,,,,,,
21.0,24.0,20251121_185700.WAV,,,,,,,,,,
24.0,27.0,20251121_185700.WAV,,,,,,,,,,
27.0,30.0,20251121_185700.WAV,,,,,,,,,,
30.0,33.0,20251121_185700.WAV,,,,,,,,,,
33.0,36.0,20251121_185700.WAV,,,,,,,,,,
36.0,39.0,20251121_185700.WAV,,,,,,,,,,
39.0,42.0,20251121_185700.WAV,,,,,,,,,,
42.0,45.0,20251121_185700.WAV,,,,,,,,,,
45.0,48.0,20251121_185700.WAV,,,,,,,,,,
48.0,51.0,20251121_185700.WAV,,,,,,,,,,
51.0,54.0,20251121_185700.WAV,,,,,,,,,,
54.0,55.0,20251121_185700.WAV,,,,,,,,,,
0.0,3.0,20251121_185800.WAV,,,,,,,,,,
3.0,6.0,20251121_185800.WAV,,,,,,,,,,
6.0,9.0,20251121_185800.WAV,,,,,,,,,,
9.0,12.0,20251121_185800.WAV,,,,,,,,,,
12.0,15.0,20251121_185800.WAV,,,,,,,,,,
15.0,18.0,20251121_185800.WAV,,,,,,,,,,
18.0,21.0,20251121_185800.WAV,,,,,,,,,,
21.0,24.0,20251121_185800.WAV,,,,,,,,,,
24.0,27.0,20251121_185800.WAV,,,,,,,,,,
27.0,30.0,20251121_185800.WAV,,,,,,,,,,
30.0,33.0,20251121_185800.WAV,,,,,,,,,,
33.0,36.0,20251121_185800.WAV,,,,,,,,,,
36.0,39.0,20251121_185800.WAV,,,,,,,,,,
39.0,42.0,20251121_185800.WAV,,,,,,,,,,
42.0,45.0,20251121_185800.WAV,,,,,,,,,,
45.0,48.0,20251121_185800.WAV,,,,,,,,,,
48.0,51.0,20251121_185800.WAV,,,,,,,,,,
51.0,54.0,20251121_185800.WAV,,,,,,,,,,
54.0,55.0,20251121_185800.WAV,,,,,,,,,,
0.0,3.0,20251121_185900.WAV,,,,,,,,,,
3.0,6.0,20251121_185900.WAV,,,,,,,,,,
6.0,9.0,20251121_185900.WAV,,,,,,,,,,
9.0,12.0,20251121_185900.WAV,,,,,,,,,,
12.0,15.0,20251121_185900.WAV,,,,,,,,,,
15.0,18.0,20251121_185900.WAV,,,,,,,,,,
18.0,21.0,20251121_185900.WAV,,,,,,,,,,
21.0,24.0,20251121_185900.WAV,,,,,,,,,,
24.0,27.0,20251121_185900.WAV,,,,,,,,,,
27.0,30.0,20251121_185900.WAV,,,,,,,,,,
30.0,33.0,20251121_185900.WAV,,,,,,,,,,
33.0,36.0,20251121_185900.WAV,,,,,,,,,,
36.0,39.0,20251121_185900.WAV,,,,,,,,,,
39.0,42.0,20251121_185900.WAV,,,,,,,,,,
42.0,45.0,20251121_185900.WAV,,,,,,,,,,
45.0,48.0,20251121_185900.WAV,,,,,,,,,,
48.0,51.0,20251121_185900.WAV,,,,,,,,,,
51.0,54.0,20251121_185900.WAV,,,,,,,,,,
54.0,55.0,20251121_185900.WAV,,,,,,,,,,
0.0,3.0,20251122_010000.WAV,,,,,,,,,,
3.0,6.0,20251122_010000.WAV,,,,,,,,,,
6.0,9.0,20251122_010000.WAV,,,,,,,,,,
9.0,12.0,20251122_010000.WAV,,,,,,,,,,
12.0,15.0,20251122_010000.WAV,,,,,,,,,,
15.0,18.0,20251122_010000.WAV,,,,,,,,,,
18.0,21.0,20251122_010000.WAV,,,,,,,,,,
21.0,24.0,20251122_010000.WAV,,,,,,,,,,
24.0,27.0,20251122_010000.WAV,,,,,,,,,,
27.0,30.0,20251122_010000.WAV,,,,,,,,,,
30.0,33.0,20251122_010000.WAV,,,,,,,,,,
33.0,36.0,20251122_010000.WAV,,,,,,,,,,
36.0,39.0,20251122_010000.WAV,,,,,,,,,,
39.0,42.0,20251122_010000.WAV,,,,,,,,,,
42.0,45.0,20251122_010000.WAV,,,,,,,,,,
45.0,48.0,20251122_010000.WAV,,,,,,,,,,
48.0,51.0,20251122_010000.WAV,,,,,,,,,,
51.0,54.0,20251122_010000.WAV,,,,,,,,,,
54.0,55.0,20251122_010000.WAV,,,,,,,,,,
0.0,3.0,20251122_010100.WAV,,,,,,,,,,
3.0,6.0,20251122_010100.WAV,,,,,,,,,,
6.0,9.0,20251122_010100.WAV,,,,,,,,,,
9.0,12.0,20251122_010100.WAV,,,,,,,,,,
12.0,15.0,20251122_010100.WAV,,,,,,,,,,
15.0,18.0,20251122_010100.WAV,,,,,,,,,,
18.0,21.0,20251122_010100.WAV,,,,,,,,,,
21.0,24.0,20251122_010100.WAV,,,,,,,,,,
24.0,27.0,20251122_010100.WAV,,,,,,,,,,
27.0,30.0,20251122_010100.WAV,,,,,,,,,,
30.0,33.0,20251122_010100.WAV,,,,,,,,,,
33.0,36.0,20251122_010100.WAV,,,,,,,,,,
36.0,39.0,20251122_010100.WAV,,,,,,,,,,
39.0,42.0,20251122_010100.WAV,,,,,,,,,,
42.0,45.0,20251122_010100.WAV,,,,,,,,,,
45.0,48.0,20251122_010100.WAV,,,,,,,,,,
48.0,51.0,20251122_010100.WAV,,,,,,,,,,
51.0,54.0,20251122_010100.WAV,,,,,,,,,,
54.0,55.0,20251122_010100.WAV,,,,,,,,,,
0.0,3.0,20251122_010200.WAV,,,,,,,,,,
3.0,6.0,20251122_010200.WAV,,,,,,,,,,
6.0,9.0,20251122_010200.WAV,,,,,,,,,,
9.0,12.0,20251122_010200.WAV,,,,,,,,,,
12.0,15.0,20251122_010200.WAV,,,,,,,,,,
15.0,18.0,20251122_010200.WAV,,,,,,,,,,
18.0,21.0,20251122_010200.WAV,,,,,,,,,,
21.0,24.0,20251122_010200.WAV,,,,,,,,,,
24.0,27.0,20251122_010200.WAV,,,,,,,,,,
27.0,30.0,20251122_010200.WAV,,,,,,,,,,
30.0,33.0,20251122_010200.WAV,,,,,,,,,,
33.0,36.0,20251122_010200.WAV,,,,,,,,,,
36.0,39.0,20251122_010200.WAV,,,,,,,,,,
39.0,42.0,20251122_010200.WAV,,,,,,,,,,
42.0,45.0,20251122_010200.WAV,,,,,,,,,,
45.0,48.0,20251122_010200.WAV,,,,,,,,,,
48.0,51.0,20251122_010200.WAV,,,,,,,,,,
51.0,54.0,20251122_010200.WAV,,,,,,,,,,
54.0,55.0,20251122_010200.WAV,,,,,,,,,,
0.0,3.0,20251122_010300.WAV,,,,,,,,,,
3.0,6.0,20251122_010300.WAV,,,,,,,,,,
6.0,9.0,20251122_010300.WAV,,,,,,,,,,
9.0,12.0,20251122_010300.WAV,,,,,,,,,,
12.0,15.0,20251122_010300.WAV,,,,,,,,,,
15.0,18.0,20251122_010300.WAV,,,,,,,,,,
18.0,21.0,20251122_010300.WAV,,,,,,,,,,
21.0,24.0,20251122_010300.WAV,,,,,,,,,,
24.0,27.0,20251122_010300.WAV,,,,,,,,,,
27.0,30.0,20251122_010300.WAV,,,,,,,,,,
30.0,33.0,20251122_010300.WAV,,,,,,,,,,
33.0,36.0,20251122_010300.WAV,,,,,,,,,,
36.0,39.0,20251122_010300.WAV,,,,,,,,,,
39.0,42.0,20251122_010300.WAV,,,,,,,,,,
42.0,45.0,20251122_010300.WAV,,,,,,,,,,
45.0,48.0,20251122_010300.WAV,,,,,,,,,,
48.0,51.0,20251122_010300.WAV,,,,,,,,,,
51.0,54.0,20251122_010300.WAV,,,,,,,,,,
54.0,55.0,20251122_010300.WAV,,,,,,,,,,
0.0,3.0,20251122_010400.WAV,,,,,,,,,,
3.0,6.0,20251122_010400.WAV,,,,,,,,,,
6.0,9.0,20251122_010400.WAV,,,,,,,,,,
9.0,12.0,20251122_010400.WAV,,,,,,,,,,
12.0,15.0,20251122_010400.WAV,,,,,,,,,,
15.0,18.0,20251122_010400.WAV,,,,,,,,,,
18.0,21.0,20251122_010400.WAV,,,,,,,,,,
21.0,24.0,20251122_010400.WAV,,,,,,,,,,
24.0,27.0,20251122_010400.WAV,,,,,,,,,,
27.0,30.0,20251122_010400.WAV,,,,,,,,,,
30.0,33.0,20251122_010400.WAV,,,,,,,,,,
33.0,36.0,20251122_010400.WAV,,,,,,,,,,
36.0,39.0,20251122_010400.WAV,,,,,,,,,,
39.0,42.0,20251122_010400.WAV,,,,,,,,,,
42.0,45.0,20251122_010400.WAV,,,,,,,,,,
45.0,48.0,20251122_010400.WAV,,,,,,,,,,
48.0,51.0,20251122_010400.WAV,,,,,,,,,,
51.0,54.0,20251122_010400.WAV,,,,,,,,,,
54.0,55.0,20251122_010400.WAV,,,,,,,,,,
0.0,3.0,20251122_010500.WAV,,,,,,,,,,
3.0,6.0,20251122_010500.WAV,,,,,,,,,,
6.0,9.0,20251122_010500.WAV,,,,,,,,,,
9.0,12.0,20251122_010500.WAV,,,,,,,,,,
12.0,15.0,20251122_010500.WAV,,,,,,,,,,
15.0,18.0,20251122_010500.WAV,,,,,,,,,,
18.0,21.0,20251122_010500.WAV,,,,,,,,,,
21.0,24.0,20251122_010500.WAV,,,,,,,,,,
24.0,27.0,20251122_010500.WAV,,,,,,,,,,
27.0,30.0,20251122_010500.WAV,,,,,,,,,,
30.0,33.0,20251122_010500.WAV,,,,,,,,,,
33.0,36.0,20251122_010500.WAV,,,,,,,,,,
36.0,39.0,20251122_010500.WAV,,,,,,,,,,
39.0,42.0,20251122_010500.WAV,,,,,,,,,,
42.0,45.0,20251122_010500.WAV,,,,,,,,,,
45.0,48.0,20251122_010500.WAV,,,,,,,,,,
48.0,51.0,20251122_010500.WAV,,,,,,,,,,
51.0,54.0,20251122_010500.WAV,,,,,,,,,,
54.0,55.0,20251122_010500.WAV,,,,,,,,,,
0.0,3.0,20251122_010600.WAV,,,,,,,,,,
3.0,6.0,20251122_010600.WAV,,,,,,,,,,
6.0,9.0,20251122_010600.WAV,,,,,,,,,,
9.0,12.0,20251122_010600.WAV,,,,,,,,,,
12.0,15.0,20251122_010600.WAV,,,,,,,,,,
15.0,18.0,20251122_010600.WAV,,,,,,,,,,
18.0,21.0,20251122_010600.WAV,,,,,,,,,,
21.0,24.0,20251122_010600.WAV,,,,,,,,,,
24.0,27.0,20251122_010600.WAV,,,,,,,,,,
27.0,30.0,20251122_010600.WAV,,,,,,,,,,
30.0,33.0,20251122_010600.WAV,,,,,,,,,,
33.0,36.0,20251122_010600.WAV,,,,,,,,,,
36.0,39.0,20251122_010600.WAV,,,,,,,,,,
39.0,42.0,20251122_010600.WAV,,,,,,,,,,
42.0,45.0,20251122_010600.WAV,,,,,,,,,,
45.0,48.0,20251122_010600.WAV,,,,,,,,,,
48.0,51.0,20251122_010600.WAV,,,,,,,,,,
51.0,54.0,20251122_010600.WAV,,,,,,,,,,
54.0,55.0,20251122_010600.WAV,,,,,,,,,,
0.0,3.0,20251122_010700.WAV,,,,,,,,,,
3.0,6.0,20251122_010700.WAV,,,,,,,,,,
6.0,9.0,20251122_010700.WAV,,,,,,,,,,
9.0,12.0,20251122_010700.WAV,,,,,,,,,,
12.0,15.0,20251122_010700.WAV,,,,,,,,,,
15.0,18.0,20251122_010700.WAV,,,,,,,,,,
18.0,21.0,20251122_010700.WAV,,,,,,,,,,
21.0,24.0,20251122_010700.WAV,,,,,,,,,,
24.0,27.0,20251122_010700.WAV,,,,,,,,,,
27.0,30.0,20251122_010700.WAV,,,,,,,,,,
30.0,33.0,20251122_010700.WAV,,,,,,,,,,
33.0,36.0,20251122_010700.WAV,,,,,,,,,,
36.0,39.0,20251122_010700.WAV,,,,,,,,,,
39.0,42.0,20251122_010700.WAV,,,,,,,,,,
42.0,45.0,20251122_010700.WAV,,,,,,,,,,
45.0,48.0,20251122_010700.WAV,,,,,,,,,,
48.0,51.0,20251122_010700.WAV,,,,,,,,,,
51.0,54.0,20251122_010700.WAV,,,,,,,,,,
54.0,55.0,20251122_010700.WAV,,,,,,,,,,
0.0,3.0,20251122_010800.WAV,,,,,,,,,,
3.0,6.0,20251122_010800.WAV,,,,,,,,,,
6.0,9.0,20251122_010800.WAV,,,,,,,,,,
9.0,12.0,20251122_010800.WAV,,,,,,,,,,
12.0,15.0,20251122_010800.WAV,,,,,,,,,,
15.0,18.0,20251122_010800.WAV,,,,,,,,,,
18.0,21.0,20251122_010800.WAV,,,,,,,,,,
21.0,24.0,20251122_010800.WAV,,,,,,,,,,
24.0,27.0,20251122_010800.WAV,,,,,,,,,,
27.0,30.0,20251122_010800.WAV,,,,,,,,,,
30.0,33.0,20251122_010800.WAV,,,,,,,,,,
33.0,36.0,20251122_010800.WAV,,,,,,,,,,
36.0,39.0,20251122_010800.WAV,,,,,,,,,,
39.0,42.0,20251122_010800.WAV,,,,,,,,,,
42.0,45.0,20251122_010800.WAV,,,,,,,,,,
45.0,48.0,20251122_010800.WAV,,,,,,,,,,
48.0,51.0,20251122_010800.WAV,,,,,,,,,,
51.0,54.0,20251122_010800.WAV,,,,,,,,,,
54.0,55.0,20251122_010800.WAV,,,,,,,,,,
0.0,3.0,20251122_010900.WAV,,,,,,,,,,
3.0,6.0,20251122_010900.WAV,,,,,,,,,,
6.0,9.0,20251122_010900.WAV,,,,,,,,,,
9.0,12.0,20251122_010900.WAV,,,,,,,,,,
12.0,15.0,20251122_010900.WAV,,,,,,,,,,
15.0,18.0,20251122_010900.WAV,,,,,,,,,,
18.0,21.0,20251122_010900.WAV,,,,,,,,,,
21.0,24.0,20251122_010900.WAV,,,,,,,,,,
24.0,27.0,20251122_010900.WAV,,,,,,,,,,
27.0,30.0,20251122_010900.WAV,,,,,,,,,,
30.0,33.0,20251122_010900.WAV,,,,,,,,,,
33.0,36.0,20251122_010900.WAV,,,,,,,,,,
36.0,39.0,20251122_010900.WAV,,,,,,,,,,
39.0,42.0,20251122_010900.WAV,,,,,,,,,,
42.0,45.0,20251122_010900.WAV,,,,,,,,,,
45.0,48.0,20251122_010900.WAV,,,,,,,,,,
48.0,51.0,20251122_010900.WAV,,,,,,,,,,
51.0,54.0,20251122_010900.WAV,,,,,,,,,,
54.0,55.0,20251122_010900.WAV,,,,,,,,,,
0.0,3.0,20251122_011000.WAV,,,,,,,,,,
3.0,6.0,20251122_011000.WAV,,,,,,,,,,
6.0,9.0,20251122_011000.WAV,,,,,,,,,,
9.0,12.0,20251122_011000.WAV,,,,,,,,,,
12.0,15.0,20251122_011000.WAV,,,,,,,,,,
15.0,18.0,20251122_011000.WAV,,,,,,,,,,
18.0,21.0,20251122_011000.WAV,,,,,,,,,,
21.0,24.0,20251122_011000.WAV,,,,,,,,,,
24.0,27.0,20251122_011000.WAV,,,,,,,,,,
27.0,30.0,20251122_011000.WAV,,,,,,,,,,
30.0,33.0,20251122_011000.WAV,,,,,,,,,,
33.0,36.0,20251122_011000.WAV,,,,,,,,,,
36.0,39.0,20251122_011000.WAV,,,,,,,,,,
39.0,42.0,20251122_011000.WAV,,,,,,,,,,
42.0,45.0,20251122_011000.WAV,,,,,,,,,,
45.0,48.0,20251122_011000.WAV,,,,,,,,,,
48.0,51.0,20251122_011000.WAV,,,,,,,,,,
51.0,54.0,20251122_011000.WAV,,,,,,,,,,
54.0,55.0,20251122_011000.WAV,,,,,,,,,,
0.0,3.0,20251122_011100.WAV,,,,,,,,,,
3.0,6.0,20251122_011100.WAV,,,,,,,,,,
6.0,9.0,20251122_011100.WAV,,,,,,,,,,
9.0,12.0,20251122_011100.WAV,,,,,,,,,,
12.0,15.0,20251122_011100.WAV,,,,,,,,,,
15.0,18.0,20251122_011100.WAV,,,,,,,,,,
18.0,21.0,20251122_011100.WAV,,,,,,,,,,
21.0,24.0,20251122_011100.WAV,,,,,,,,,,
24.0,27.0,20251122_011100.WAV,,,,,,,,,,
27.0,30.0,20251122_011100.WAV,,,,,,,,,,
30.0,33.0,20251122_011100.WAV,,,,,,,,,,
33.0,36.0,20251122_011100.WAV,,,,,,,,,,
36.0,39.0,20251122_011100.WAV,,,,,,,,,,
39.0,42.0,20251122_011100.WAV,,,,,,,,,,
42.0,45.0,20251122_011100.WAV,,,,,,,,,,
45.0,48.0,20251122_011100.WAV,,,,,,,,,,
48.0,51.0,20251122_011100.WAV,,,,,,,,,,
51.0,54.0,20251122_011100.WAV,,,,,,,,,,
54.0,55.0,20251122_011100.WAV,,,,,,,,,,
0.0,3.0,20251122_011200.WAV,,,,,,,,,,
3.0,6.0,20251122_011200.WAV,,,,,,,,,,
6.0,9.0,20251122_011200.WAV,,,,,,,,,,
9.0,12.0,20251122_011200.WAV,,,,,,,,,,
12.0,15.0,20251122_011200.WAV,,,,,,,,,,
15.0,18.0,20251122_011200.WAV,,,,,,,,,,
18.0,21.0,20251122_011200.WAV,,,,,,,,,,
21.0,24.0,20251122_011200.WAV,,,,,,,,,,
24.0,27.0,20251122_011200.WAV,,,,,,,,,,
27.0,30.0,20251122_011200.WAV,,,,,,,,,,
30.0,33.0,20251122_011200.WAV,,,,,,,,,,
33.0,36.0,20251122_011200.WAV,,,,,,,,,,
36.0,39.0,20251122_011200.WAV,,,,,,,,,,
39.0,42.0,20251122_011200.WAV,,,,,,,,,,
42.0,45.0,20251122_011200.WAV,,,,,,,,,,
45.0,48.0,20251122_011200.WAV,,,,,,,,,,
48.0,51.0,20251122_011200.WAV,,,,,,,,,,
51.0,54.0,20251122_011200.WAV,,,,,,,,,,
54.0,55.0,20251122_011200.WAV,,,,,,,,,,
0.0,3.0,20251122_011300.WAV,,,,,,,,,,
3.0,6.0,20251122_011300.WAV,,,,,,,,,,
6.0,9.0,20251122_011300.WAV,,,,,,,,,,
9.0,12.0,20251122_011300.WAV,,,,,,,,,,
12.0,15.0,20251122_011300.WAV,,,,,,,,,,
15.0,18.0,20251122_011300.WAV,,,,,,,,,,
18.0,21.0,20251122_011300.WAV,,,,,,,,,,
21.0,24.0,20251122_011300.WAV,,,,,,,,,,
24.0,27.0,20251122_011300.WAV,,,,,,,,,,
27.0,30.0,20251122_011300.WAV,,,,,,,,,,
30.0,33.0,20251122_011300.WAV,,,,,,,,,,
33.0,36.0,20251122_011300.WAV,,,,,,,,,,
36.0,39.0,20251122_011300.WAV,,,,,,,,,,
39.0,42.0,20251122_011300.WAV,,,,,,,,,,
42.0,45.0,20251122_011300.WAV,,,,,,,,,,
45.0,48.0,20251122_011300.WAV,,,,,,,,,,
48.0,51.0,20251122_011300.WAV,,,,,,,,,,
51.0,54.0,20251122_011300.WAV,,,,,,,,,,
54.0,55.0,20251122_011300.WAV,,,,,,,,,,
0.0,3.0,20251122_011400.WAV,,,,,,,,,,
3.0,6.0,20251122_011400.WAV,,,,,,,,,,
6.0,9.0,20251122_011400.WAV,,,,,,,,,,
9.0,12.0,20251122_011400.WAV,,,,,,,,,,
12.0,15.0,20251122_011400.WAV,,,,,,,,,,
15.0,18.0,20251122_011400.WAV,,,,,,,,,,
18.0,21.0,20251122_011400.WAV,,,,,,,,,,
21.0,24.0,20251122_011400.WAV,,,,,,,,,,
24.0,27.0,20251122_011400.WAV,,,,,,,,,,
27.0,30.0,20251122_011400.WAV,,,,,,,,,,
30.0,33.0,20251122_011400.WAV,,,,,,,,,,
33.0,36.0,20251122_011400.WAV,,,,,,,,,,
36.0,39.0,20251122_011400.WAV,,,,,,,,,,
39.0,42.0,20251122_011400.WAV,,,,,,,,,,
42.0,45.0,20251122_011400.WAV,,,,,,,,,,
45.0,48.0,20251122_011400.WAV,,,,,,,,,,
48.0,51.0,20251122_011400.WAV,,,,,,,,,,
51.0,54.0,20251122_011400.WAV,,,,,,,,,,
54.0,55.0,20251122_011400.WAV,,,,,,,,,,
0.0,3.0,20251122_011500.WAV,,,,,,,,,,
3.0,6.0,20251122_011500.WAV,,,,,,,,,,
6.0,9.0,20251122_011500.WAV,,,,,,,,,,
9.0,12.0,20251122_011500.WAV,,,,,,,,,,
12.0,15.0,20251122_011500.WAV,,,,,,,,,,
15.0,18.0,20251122_011500.WAV,,,,,,,,,,
18.0,21.0,20251122_011500.WAV,,,,,,,,,,
21.0,24.0,20251122_011500.WAV,,,,,,,,,,
24.0,27.0,20251122_011500.WAV,,,,,,,,,,
27.0,30.0,20251122_011500.WAV,,,,,,,,,,
30.0,33.0,20251122_011500.WAV,,,,,,,,,,
33.0,36.0,20251122_011500.WAV,,,,,,,,,,
36.0,39.0,20251122_011500.WAV,,,,,,,,,,
39.0,42.0,20251122_011500.WAV,,,,,,,,,,
42.0,45.0,20251122_011500.WAV,,,,,,,,,,
45.0,48.0,20251122_011500.WAV,,,,,,,,,,
48.0,51.0,20251122_011500.WAV,,,,,,,,,,
51.0,54.0,20251122_011500.WAV,,,,,,,,,,
54.0,55.0,20251122_011500.WAV,,,,,,,,,,
0.0,3.0,20251122_011600.WAV,,,,,,,,,,
3.0,6.0,20251122_011600.WAV,,,,,,,,,,
6.0,9.0,20251122_011600.WAV,,,,,,,,,,
9.0,12.0,20251122_011600.WAV,,,,,,,,,,
12.0,15.0,20251122_011600.WAV,,,,,,,,,,
15.0,18.0,20251122_011600.WAV,,,,,,,,,,
18.0,21.0,20251122_011600.WAV,,,,,,,,,,
21.0,24.0,20251122_011600.WAV,,,,,,,,,,
24.0,27.0,20251122_011600.WAV,,,,,,,,,,
27.0,30.0,20251122_011600.WAV,,,,,,,,,,
30.0,33.0,20251122_011600.WAV,,,,,,,,,,
33.0,36.0,20251122_011600.WAV,,,,,,,,,,
36.0,39.0,20251122_011600.WAV,,,,,,,,,,
39.0,42.0,20251122_011600.WAV,,,,,,,,,,
42.0,45.0,20251122_011600.WAV,,,,,,,,,,
45.0,48.0,20251122_011600.WAV,,,,,,,,,,
48.0,51.0,20251122_011600.WAV,,,,,,,,,,
51.0,54.0,20251122_011600.WAV,,,,,,,,,,
54.0,55.0,20251122_011600.WAV,,,,,,,,,,
0.0,3.0,20251122_011700.WAV,,,,,,,,,,
3.0,6.0,20251122_011700.WAV,,,,,,,,,,
6.0,9.0,20251122_011700.WAV,,,,,,,,,,
9.0,12.0,20251122_011700.WAV,,,,,,,,,,
12.0,15.0,20251122_011700.WAV,,,,,,,,,,
15.0,18.0,20251122_011700.WAV,,,,,,,,,,
18.0,21.0,20251122_011700.WAV,,,,,,,,,,
21.0,24.0,20251122_011700.WAV,,,,,,,,,,
